Year,Month,Station,Forecasted_Temperature
2018,11,18,30.156655653060213
2018,11,19,30.35981603084128
2018,11,20,30.43996054033349
2018,11,21,30.067828523193104
2018,11,22,30.092580603354328
2018,11,23,29.789386923086635
2018,11,24,30.233361514836623
2018,11,25,29.975628500963595
2018,11,26,30.62164998677173
2018,11,27,29.51285167327438
2018,11,28,30.22896256987272
2018,11,29,30.214383372959382
2018,11,30,29.955871701283357
2018,11,31,30.64911954951629
2018,11,32,29.895387141284104
2018,11,33,30.164356571319704
2018,11,34,30.27424539626429
2018,11,35,31.08110957893896
2019,11,1,30.16267310545372
2019,11,2,30.09820675488672
2019,11,3,30.02001189797376
2019,11,4,30.29681422118762
2019,11,5,30.512096147047444
2019,11,6,30.59972616861605
2019,11,7,30.204876081555845
2019,11,8,29.76445301114974
2019,11,9,31.23092901040446
2019,11,10,30.34375543234317
2019,11,11,29.538876955553064
2019,11,12,30.07225851597124
2019,11,13,30.5558586615682
2019,11,14,30.406661309573558
2019,11,15,29.998204182884823
2019,11,16,30.824227627583134
2019,11,17,30.47720121168652
2019,11,18,30.176124458750053
2019,11,19,30.38711778788329
2019,11,20,30.4440639271066
2019,11,21,30.0795545226996
2019,11,22,30.098913172746236
2019,11,23,29.792680022139347
2019,11,24,30.262784993236927
